PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE
13958		GA	GAME	Y	10
13959		BK	BOOK	Y	17
13960		OT	OTHER	Y	19
13961		BK	BOOK	Y	133
13962		AP	APPAREL	Y	12
13963		AP	APPAREL	Y	35
13964		AP	APPAREL	Y	35
13965		AP	APPAREL	Y	35
13966		AP	APPAREL	Y	35
13967		AP	APPAREL	Y	12
13968		AP	APPAREL	Y	34
13969		AP	APPAREL	Y	34
13970		AP	APPAREL	Y	34
13971		AP	APPAREL	Y	12
13972		AP	APPAREL	Y	12
13973		AP	APPAREL	Y	12
13974		AP	APPAREL	Y	12
13975		AR	ARTWORK	Y	540
13976		AR	ARTWORK	Y	195
13977		AR	ARTWORK	Y	795
13978		AR	ARTWORK	Y	745
13979		AR	ARTWORK	Y	340
13980		AR	ARTWORK	Y	486
13981		AR	ARTWORK	Y	29
13982		AR	ARTWORK	Y	195
13983		AR	ARTWORK	Y	340
13984		AR	ARTWORK	Y	340
13985		AR	ARTWORK	Y	486
13986		AR	ARTWORK	Y	395
13987		AR	ARTWORK	Y	360
13988		AR	ARTWORK	Y	505
13989		AR	ARTWORK	Y	306
13990		AR	ARTWORK	Y	435
13991		AR	ARTWORK	Y	535
13992		AR	ARTWORK	Y	595
13993		AP	APPAREL	Y	19
13994		AP	APPAREL	Y	29
13995		OT	OTHER	Y	14
13996		AR	ARTWORK	Y	340
13997		AR	ARTWORK	Y	495
13998		OC	OCCASION	Y	14
13999		OC	OCCASION	Y	2
14000		AR	ARTWORK	Y	250
14001		AR	ARTWORK	Y	340
14002		AR	ARTWORK	Y	486
14003		AR	ARTWORK	Y	212
14004		AR	ARTWORK	Y	355
14005		AR	ARTWORK	Y	225
14006		AR	ARTWORK	Y	225
14007		AR	ARTWORK	Y	355
14008		AR	ARTWORK	Y	375
14009		AR	ARTWORK	Y	250
14010		AR	ARTWORK	Y	580
14011		AR	ARTWORK	Y	250
14012		AR	ARTWORK	Y	355
14013		AR	ARTWORK	Y	540
14014		AR	ARTWORK	Y	540
14015		AR	ARTWORK	Y	395
14016		AR	ARTWORK	Y	250
14017		AR	ARTWORK	Y	250
14018		AR	ARTWORK	Y	395
14019		AR	ARTWORK	Y	486
14020		AR	ARTWORK	Y	306
14021		BK	BOOK	Y	29
14022		AR	ARTWORK	Y	195
14023		AR	ARTWORK	Y	576
14024		AR	ARTWORK	Y	495
14025		AR	ARTWORK	Y	306
14026		AP	APPAREL	Y	15
14027		AR	ARTWORK	Y	225
14028		AP	APPAREL	Y	22
14029		GA	GAME	Y	14
14030		CA	CALENDAR	Y	14
14031		GA	GAME	Y	14
14032		BK	BOOK	Y	13
14033		AR	ARTWORK	Y	1645
14034		AR	ARTWORK	Y	1350
14035		AR	ARTWORK	Y	1645
14036		AR	ARTWORK	Y	1500
14037		AR	ARTWORK	Y	1200
14038		AR	ARTWORK	Y	495
14039		BK	BOOK	Y	14
14040		AR	ARTWORK	Y	950
